lat,lon,height,height-off-ground,radius-in-mm,num-observations,confidence,side,in-calibration-sample
43.26624163268364, -77.20557587389771, 61.22270736949782, 1.2145982156742932, 0.0357805700503381, 11, 0.745157303054933, E, True
43.26623996405463, -77.20557488189885, 61.25721578063659, 1.318593460038393, 0.04272656544694493, 8, 0.7262989575615256, E, True
43.2662412512379, -77.20557802020916, 60.73851159628165, 0.7201545891730703, 0.04051831245535552, 4, 0.803374812765486, E, True
43.26624131749284, -77.20557607879037, 61.5043223361004, 1.4962131822768754, 0.03685393718897999, 4, 0.7727837603597449, E, True
43.26624138957102, -77.20557734103987, 60.65237735149874, 0.6340203443901657, 0.0384305287095073, 3, 0.732218747682139, E, True
43.26623784793721, -77.20557742505706, 62.33163168198175, 2.430853577125859, 0.03515630748016801, 12, 0.7948499980420757, E, True
43.26623835706477, -77.20557787756017, 62.17882048950742, 2.25377629954356, 0.0390167281303163, 12, 0.782280972969623, E, True
43.26623883912281, -77.20557713379344, 62.10655103910553, 2.1815068491416696, 0.04218010887309417, 11, 0.897209418433466, E, True
43.2662390699777, -77.20557686337244, 61.11764767736076, 1.1926034873968945, 0.04669933364516062, 11, 0.855989004289279, E, True
43.26623914698816, -77.20557637330327, 61.03914908629066, 1.1141048963267934, 0.04540041445655794, 11, 0.8606722591195793, E, True
43.26623874770429, -77.20558087716886, 60.82889107860161, 0.9354184142450208, 0.04277778517110972, 6, 0.5992859879771714, E, True
43.26623900693536, -77.20557630677902, 59.77833542077905, -0.16028689981914823, 0.02412239431129263, 10, 0.7300941745430436, E, True
43.26623916445322, -77.20557777848933, 60.18025704342494, 0.2552128534610745, 0.05267770092984328, 5, 0.805863609217613, E, True
43.26623868966553, -77.2055782076051, 61.15671459182404, 1.2316704018601783, 0.03368887942495125, 5, 0.7888312585418674, E, True
43.2662384973446, -77.20557598825168, 60.86121338856675, 0.9225910679685541, 0.01995658309124798, 2, 0.6189775580408292, E, True
43.26623700517881, -77.20557810983834, 61.17776679456636, 1.2769886897104712, 0.02728208548282331, 11, 0.6222499189381091, E, True
43.26623743800876, -77.205578720916, 60.72545339782947, 0.8246752929735806, 0.04183664270938554, 11, 0.8678737361480403, E, True
43.26623612757316, -77.20557721050058, 60.61222196285767, 0.6963983614571703, 0.04247117480136564, 11, 0.8275543587672918, E, True
43.26623728082303, -77.20557516383305, 61.51775220939046, 1.5989466854581238, 0.023314303180071, 7, 0.5380044013866124, E, True
43.26623624970095, -77.20557397727232, 60.51777001282582, 0.6178637351754617, 0.04290424494438703, 10, 0.8838317362928181, E, True
43.26623588196912, -77.20557470091451, 60.85804581422984, 0.9581395365794805, 0.04499371710696816, 10, 0.9151777291191255, E, True
43.26623678353081, -77.20557194741188, 61.38228286497447, 1.4747510884427726, 0.04315029296313632, 10, 0.9043026603434507, E, True
43.26623676026617, -77.20557316980474, 60.79268675636979, 0.8851549798380915, 0.04336908513290582, 10, 0.8279913724310242, E, True
43.26623644295549, -77.20557580425674, 60.50931322145641, 0.6094069438060501, 0.04854935859479134, 8, 0.7185939112310551, E, True
43.26623589440923, -77.20557568987141, 61.01057460726629, 1.1106683296159332, 0.03243036822537206, 4, 0.7070511038391946, E, True
43.26623717407927, -77.2055757380344, 62.13553847538638, 2.2167329514540484, 0.02763429804658423, 2, 0.6799758462978096, E, True
43.26623455470428, -77.20557700890001, 60.83400584944734, 0.963381917601815, 0.03259733616391448, 8, 0.7302365089317229, E, True
43.26622800862297, -77.20557556811647, 61.75905111513132, 1.885398409110472, 0.04653245857384999, 12, 0.7895636229016885, E, True
43.26629608998866, -77.20555307155428, 61.23549209748275, 0.7021958077165635, 0.004465459072038596, 6, 0.6948104505453693, E, False
43.26629568170627, -77.20555101291211, 61.21694849883836, 0.7733920705340296, 0.003281016446261819, 2, 0.6136487494223233, E, False
43.26628862930792, -77.20556955347475, 61.32835490271363, 1.0014332683223728, 0.02020653367596149, 5, 0.4232000199535125, E, False
43.2662885545779, -77.20556748318364, 61.53883046796064, 1.0750345118763462, 0.0316363881158391, 12, 0.6065138079438085, E, False
43.26628855006935, -77.20556615920741, 61.36903180147038, 0.9512019749904042, 0.02749790629927386, 7, 0.6814985551709413, E, False
43.2662879122614, -77.2055657199197, 61.19116207833867, 0.7733322518586974, 0.0328313931404723, 11, 0.589043068323053, E, False
43.26628814967501, -77.20556336449803, 60.9907763262742, 0.6011730367673422, 0.02943031235159831, 9, 0.602367279003543, E, False
43.26628804603313, -77.20556219214116, 61.08684848700067, 0.6972451974938139, 0.02999571821211934, 8, 0.6423887928220803, E, False
43.26628786309916, -77.20556622817885, 61.50413788189677, 1.0863080554167936, 0.02222215423574786, 3, 0.6065810426161737, E, False
43.26628697838085, -77.20556624515321, 61.29076341960943, 0.87293359312946, 0.03320086467237571, 10, 0.6759524208078516, E, False
43.26628720248627, -77.2055648586593, 60.87703897873642, 0.45920915225644876, 0.0354656900620041, 10, 0.5589058398605997, E, False
43.26628705786354, -77.20556461028256, 61.06965963687249, 0.6518298103925133, 0.03436750378781843, 10, 0.623478717445642, E, False
43.26628746155143, -77.20556418548608, 61.0201855951534, 0.6023557686734264, 0.02929492705581321, 9, 0.651658819906005, E, False
43.26628768356863, -77.20556256357499, 61.12476802681818, 0.7351647373113224, 0.03241483704857738, 9, 0.5912182606957712, E, False
43.26628729025384, -77.20556549444156, 61.00944067947916, 0.5916108529991888, 0.0220835373944023, 6, 0.6386456661999846, E, False
43.26628745946128, -77.20556501800654, 61.38541605262281, 0.967586226142835, 0.02774016194885572, 8, 0.6162198628138627, E, False
43.26628728849941, -77.20556805195297, 61.06400644553168, 0.6002104894473845, 0.02361363932222946, 4, 0.7559306413664098, E, False
43.26628748287516, -77.20556526940346, 61.75073288726357, 1.3329030607835932, 0.02758248815489196, 7, 0.6211524114795751, E, False
