lat,lon,height,height-off-ground,radius-in-mm,num-observations,confidence,side,in-calibration-sample
43.26626904660747, -77.2057768428782, 60.59159891894396, 1.3735514075118616, 0.02970760515106904, 8, 0.8312738748892995, E, True
43.26626841531224, -77.2057743847533, 59.2122929144441, -0.11491311040245478, 0.02391498542378021, 4, 0.7693066234738133, E, True
43.26626739384122, -77.20577344666945, 59.2280817306337, -0.03413785959354243, 0.02144235216428144, 11, 0.7046966671546112, E, True
43.26626535081132, -77.20577700607237, 60.52658975639311, 1.301747653691514, 0.03517750973260068, 4, 0.7765296675932574, E, True
43.26626670395454, -77.20577720185551, 59.62176845225723, 0.42059558413581044, 0.0382528696727885, 2, 0.7496776130637504, E, True
43.26626399402895, -77.20577360020184, 59.74572681388359, 0.4985211788103143, 0.04302901042223471, 15, 0.6130964822266189, E, True
43.26626247922792, -77.2057704357832, 60.30141527101436, 1.018229219198318, 0.03860574748200735, 13, 0.7608449554705232, E, True
43.26626332452585, -77.20577098935095, 60.02351002160599, 0.740323969789948, 0.02749592783180904, 13, 0.7629361517235292, E, True
43.26626554844233, -77.20577104384878, 59.29021562365742, 0.02940284714739505, 0.03188026412789983, 11, 0.8289743056674402, E, True
43.26626371585748, -77.20577695321445, 61.62514125981149, 2.4083951785056286, 0.03571328602012697, 4, 0.8479476066260834, E, True
43.26626334055366, -77.20577120740678, 60.27138880547326, 0.9882027536572124, 0.03574345587987676, 5, 0.8313044214271984, E, True
43.26626261532455, -77.20577161715721, 60.21146962273585, 0.9282835709198025, 0.03773244096649829, 2, 0.6671739117639166, E, True
43.2662608152051, -77.20577433368507, 61.57419534564199, 2.2620845334326205, 0.02955813170959729, 20, 0.8342874011340821, E, True
43.26626058036615, -77.20577502600817, 61.62561088979575, 2.4063349159616934, 0.01979136111994133, 16, 0.6940063294351491, E, True
43.26626157344414, -77.20577145492625, 60.64383469008574, 1.3234965486229484, 0.04191007424845305, 14, 0.7771086118549034, E, True
43.26626213696346, -77.20577096896643, 59.80763036580879, 0.5244443139927455, 0.03625709955658838, 14, 0.772142186061611, E, True
43.26626098494648, -77.20577192657802, 60.62460145280364, 1.304263311340847, 0.03586790851026109, 6, 0.4971665528272363, E, True
43.26626057596454, -77.205773911549, 60.60571979939957, 1.2936089871902041, 0.02354046638034487, 9, 0.613708880893893, E, True
43.26626049145975, -77.2057741675406, 62.16638043885182, 2.8542696266424485, 0.03021850299567206, 8, 0.8156350272651525, E, True
43.26626199897822, -77.2057701365403, 60.73367469237771, 1.41333655091492, 0.03306881453734434, 9, 0.7297576657245997, E, True
43.26626287957618, -77.20577683234767, 61.58852234140694, 2.371776260101079, 0.03181490663983721, 8, 0.8144459821125695, E, True
43.26626133479083, -77.20577445732158, 60.39237705421008, 1.080266242000711, 0.02584451528592847, 4, 0.6974119269920502, E, True
43.26626157323395, -77.20577467019812, 60.73907060089458, 1.51979462706052, 0.03429748174652465, 6, 0.8010325333902565, E, True
43.26626184314197, -77.20577284522882, 60.31009492781529, 0.9979841156059237, 0.04273803788603426, 5, 0.6868376683825599, E, True
43.26626285453159, -77.20577599833689, 59.92891710179164, 0.7121710204857763, 0.03677349906218173, 4, 0.7614821505553794, E, True
43.26626296174643, -77.20577701823544, 61.65950727323527, 2.4427611919294066, 0.03539295627020746, 2, 0.7849136545505682, E, True
43.26625883585596, -77.20577397682507, 59.2961456210241, -0.025837139773976503, 0.03442817749563794, 21, 0.6600868891466766, E, True
43.26626019328899, -77.20577523838215, 59.87575115291295, 0.6005309840244379, 0.03641385962981394, 17, 0.6135959239336568, E, True
43.26625935157055, -77.20577375856972, 62.12699335572128, 2.8050105949232034, 0.03330945698921643, 21, 0.8152578936772155, E, True
43.26626019695568, -77.2057752817232, 61.50859700528497, 2.2333768363964595, 0.03364628437980721, 19, 0.8227385355739695, E, True
43.26625935405186, -77.2057724431932, 59.67530421334466, 0.35332145254658087, 0.03577134166983328, 19, 0.6360624443198312, E, True
